Topic ID,CLD Score,,,,,,,
1212,0,,,,,,,
1998,0,,,,,,,
1344,0,,,,,,,
678,0,,,,,,,
847,0,,,,,,,
508,0,,,,,,,
1293,0,,,,,,,
1722,0,,,,,,,
1743,0,,,,,,,
931,0,,,,,,,
192,0,,,,,,,
1107,0,,,,,,,
1236,0,,,,,,,
475,0,,,,,,,
1241,-0.001,,,,,,,
685,-0.001,,,,,,,
1703,-0.001,,,,,,,
1468,-0.001,,,,,,,
345,-0.001,,,,,,,
1953,-0.001,,,,,,,
1566,-0.001,,,,,,,
1246,-0.001,,,,,,,
857,-0.001,,,,,,,
1884,-0.001,,,,,,,
1531,-0.001,,,,,,,
1741,-0.001,,,,,,,
1719,-0.001,,,,,,,
515,-0.001,,,,,,,
1113,-0.001,,,,,,,
1039,-0.001,,,,,,,
461,-0.001,,,,,,,
730,-0.001,,,,,,,
846,-0.001,,,,,,,
1581,-0.001,,,,,,,
430,-0.001,,,,,,,
1888,-0.001,,,,,,,
1717,-0.001,,,,,,,
339,-0.001,,,,,,,
428,-0.001,,,,,,,
995,-0.001,,,,,,,
1853,-0.001,,,,,,,
1146,-0.001,,,,,,,
1777,-0.001,,,,,,,
1458,-0.001,,,,,,,
1840,-0.001,,,,,,,
1594,-0.001,,,,,,,
1537,-0.001,,,,,,,
1368,-0.001,,,,,,,
69,-0.001,,,,,,,
1607,-0.001,,,,,,,
254,-0.001,,,,,,,
1516,-0.001,,,,,,,
1149,-0.001,,,,,,,
1120,-0.001,,,,,,,
1143,-0.001,,,,,,,
1933,-0.001,,,,,,,
1391,-0.002,,,,,,,
318,-0.002,,,,,,,
1020,-0.002,,,,,,,
698,-0.002,,,,,,,
1286,-0.002,,,,,,,
1125,-0.002,,,,,,,
966,-0.002,,,,,,,
1614,-0.002,,,,,,,
262,-0.002,,,,,,,
1009,-0.002,,,,,,,
1302,-0.002,,,,,,,
1517,-0.002,,,,,,,
218,-0.002,,,,,,,
786,-0.002,,,,,,,
373,-0.002,,,,,,,
1273,-0.002,,,,,,,
483,-0.002,,,,,,,
1418,-0.002,,,,,,,
1220,-0.002,,,,,,,
1321,-0.002,,,,,,,
1930,-0.002,,,,,,,
1846,-0.002,,,,,,,
592,-0.002,,,,,,,
1038,-0.002,,,,,,,
842,-0.002,,,,,,,
24,-0.002,,,,,,,
309,-0.002,,,,,,,
1054,-0.002,,,,,,,
1048,-0.002,,,,,,,
13,-0.002,,,,,,,
909,-0.002,,,,,,,
977,-0.002,,,,,,,
67,-0.002,,,,,,,
894,-0.002,,,,,,,
1524,-0.002,,,,,,,
462,-0.002,,,,,,,
1611,-0.002,,,,,,,
1598,-0.002,,,,,,,
220,-0.002,,,,,,,
1608,-0.002,,,,,,,
198,-0.002,,,,,,,
525,-0.002,,,,,,,
494,-0.002,,,,,,,
156,-0.002,,,,,,,
1855,-0.002,,,,,,,
1633,-0.002,,,,,,,
476,-0.002,,,,,,,
275,-0.002,,,,,,,
1980,-0.002,,,,,,,
622,-0.002,,,,,,,
529,-0.002,,,,,,,
1691,-0.002,,,,,,,
1093,-0.002,,,,,,,
1819,-0.003,,,,,,,
1959,-0.003,,,,,,,
436,-0.003,,,,,,,
168,-0.003,,,,,,,
683,-0.003,,,,,,,
739,-0.003,,,,,,,
1687,-0.003,,,,,,,
389,-0.003,,,,,,,
1532,-0.003,,,,,,,
326,-0.003,,,,,,,
343,-0.003,,,,,,,
994,-0.003,,,,,,,
987,-0.003,,,,,,,
901,-0.003,,,,,,,
1036,-0.003,,,,,,,
360,-0.003,,,,,,,
362,-0.003,,,,,,,
1015,-0.003,,,,,,,
190,-0.003,,,,,,,
1886,-0.003,,,,,,,
164,-0.003,,,,,,,
26,-0.003,,,,,,,
222,-0.003,,,,,,,
183,-0.003,,,,,,,
1917,-0.003,,,,,,,
1148,-0.003,,,,,,,
410,-0.003,,,,,,,
1363,-0.003,,,,,,,
635,-0.003,,,,,,,
1731,-0.003,,,,,,,
0,-0.003,,,,,,,
1245,-0.003,,,,,,,
1055,-0.003,,,,,,,
1304,-0.003,,,,,,,
1192,-0.003,,,,,,,
1526,-0.003,,,,,,,
1536,-0.003,,,,,,,
201,-0.003,,,,,,,
905,-0.003,,,,,,,
553,-0.003,,,,,,,
61,-0.003,,,,,,,
407,-0.003,,,,,,,
1520,-0.003,,,,,,,
1749,-0.003,,,,,,,
1462,-0.003,,,,,,,
20,-0.003,,,,,,,
1794,-0.003,,,,,,,
65,-0.003,,,,,,,
1896,-0.003,,,,,,,
186,-0.003,,,,,,,
998,-0.003,,,,,,,
439,-0.003,,,,,,,
1022,-0.003,,,,,,,
5,-0.003,,,,,,,
112,-0.003,,,,,,,
755,-0.003,,,,,,,
1470,-0.003,,,,,,,
1156,-0.003,,,,,,,
1138,-0.003,,,,,,,
1459,-0.004,,,,,,,
930,-0.004,,,,,,,
381,-0.004,,,,,,,
1034,-0.004,,,,,,,
1740,-0.004,,,,,,,
1626,-0.004,,,,,,,
787,-0.004,,,,,,,
1163,-0.004,,,,,,,
1130,-0.004,,,,,,,
1288,-0.004,,,,,,,
322,-0.004,,,,,,,
701,-0.004,,,,,,,
1544,-0.004,,,,,,,
416,-0.004,,,,,,,
528,-0.004,,,,,,,
832,-0.004,,,,,,,
1939,-0.004,,,,,,,
36,-0.004,,,,,,,
882,-0.004,,,,,,,
705,-0.004,,,,,,,
1514,-0.004,,,,,,,
1764,-0.004,,,,,,,
875,-0.004,,,,,,,
1634,-0.004,,,,,,,
1451,-0.004,,,,,,,
1992,-0.004,,,,,,,
1115,-0.004,,,,,,,
1378,-0.004,,,,,,,
880,-0.004,,,,,,,
1913,-0.004,,,,,,,
330,-0.004,,,,,,,
1007,-0.004,,,,,,,
1677,-0.004,,,,,,,
1656,-0.004,,,,,,,
728,-0.004,,,,,,,
1641,-0.004,,,,,,,
944,-0.004,,,,,,,
1637,-0.004,,,,,,,
1206,-0.004,,,,,,,
1533,-0.004,,,,,,,
480,-0.004,,,,,,,
497,-0.004,,,,,,,
1024,-0.004,,,,,,,
1437,-0.004,,,,,,,
1962,-0.004,,,,,,,
1671,-0.004,,,,,,,
239,-0.004,,,,,,,
981,-0.004,,,,,,,
191,-0.004,,,,,,,
851,-0.004,,,,,,,
764,-0.004,,,,,,,
1140,-0.004,,,,,,,
1405,-0.004,,,,,,,
809,-0.004,,,,,,,
440,-0.004,,,,,,,
1185,-0.004,,,,,,,
298,-0.005,,,,,,,
647,-0.005,,,,,,,
870,-0.005,,,,,,,
1699,-0.005,,,,,,,
1518,-0.005,,,,,,,
40,-0.005,,,,,,,
78,-0.005,,,,,,,
603,-0.005,,,,,,,
1476,-0.005,,,,,,,
1045,-0.005,,,,,,,
1061,-0.005,,,,,,,
1067,-0.005,,,,,,,
1457,-0.005,,,,,,,
796,-0.005,,,,,,,
574,-0.005,,,,,,,
1976,-0.005,,,,,,,
1675,-0.005,,,,,,,
1419,-0.005,,,,,,,
1890,-0.005,,,,,,,
340,-0.005,,,,,,,
1001,-0.005,,,,,,,
44,-0.005,,,,,,,
597,-0.005,,,,,,,
690,-0.005,,,,,,,
527,-0.005,,,,,,,
289,-0.005,,,,,,,
1879,-0.005,,,,,,,
1118,-0.005,,,,,,,
1478,-0.005,,,,,,,
1221,-0.005,,,,,,,
595,-0.005,,,,,,,
1934,-0.005,,,,,,,
1497,-0.005,,,,,,,
1342,-0.005,,,,,,,
695,-0.005,,,,,,,
482,-0.005,,,,,,,
1369,-0.005,,,,,,,
1716,-0.005,,,,,,,
301,-0.005,,,,,,,
1539,-0.005,,,,,,,
1612,-0.005,,,,,,,
805,-0.005,,,,,,,
980,-0.005,,,,,,,
655,-0.005,,,,,,,
1775,-0.005,,,,,,,
616,-0.005,,,,,,,
312,-0.005,,,,,,,
296,-0.005,,,,,,,
1845,-0.005,,,,,,,
1629,-0.005,,,,,,,
1738,-0.005,,,,,,,
651,-0.005,,,,,,,
768,-0.005,,,,,,,
136,-0.005,,,,,,,
532,-0.005,,,,,,,
1767,-0.005,,,,,,,
1632,-0.005,,,,,,,
209,-0.006,,,,,,,
1119,-0.006,,,,,,,
1950,-0.006,,,,,,,
379,-0.006,,,,,,,
838,-0.006,,,,,,,
1047,-0.006,,,,,,,
1141,-0.006,,,,,,,
826,-0.006,,,,,,,
1165,-0.006,,,,,,,
614,-0.006,,,,,,,
261,-0.006,,,,,,,
1504,-0.006,,,,,,,
1899,-0.006,,,,,,,
1662,-0.006,,,,,,,
9,-0.006,,,,,,,
731,-0.006,,,,,,,
929,-0.006,,,,,,,
760,-0.006,,,,,,,
257,-0.006,,,,,,,
1198,-0.006,,,,,,,
652,-0.006,,,,,,,
6,-0.006,,,,,,,
435,-0.006,,,,,,,
1311,-0.006,,,,,,,
892,-0.006,,,,,,,
1894,-0.006,,,,,,,
1098,-0.006,,,,,,,
1471,-0.006,,,,,,,
1058,-0.006,,,,,,,
1000,-0.006,,,,,,,
697,-0.006,,,,,,,
1652,-0.006,,,,,,,
395,-0.006,,,,,,,
524,-0.006,,,,,,,
1839,-0.006,,,,,,,
1961,-0.006,,,,,,,
1461,-0.006,,,,,,,
1291,-0.006,,,,,,,
654,-0.006,,,,,,,
103,-0.007,,,,,,,
710,-0.007,,,,,,,
968,-0.007,,,,,,,
1364,-0.007,,,,,,,
347,-0.007,,,,,,,
1825,-0.007,,,,,,,
1987,-0.007,,,,,,,
890,-0.007,,,,,,,
1904,-0.007,,,,,,,
1420,-0.007,,,,,,,
999,-0.007,,,,,,,
304,-0.007,,,,,,,
99,-0.007,,,,,,,
1013,-0.007,,,,,,,
290,-0.007,,,,,,,
1698,-0.007,,,,,,,
500,-0.007,,,,,,,
108,-0.007,,,,,,,
1553,-0.007,,,,,,,
129,-0.007,,,,,,,
1444,-0.007,,,,,,,
928,-0.007,,,,,,,
714,-0.007,,,,,,,
774,-0.007,,,,,,,
1275,-0.007,,,,,,,
1306,-0.007,,,,,,,
665,-0.007,,,,,,,
205,-0.007,,,,,,,
271,-0.007,,,,,,,
666,-0.007,,,,,,,
256,-0.007,,,,,,,
501,-0.007,,,,,,,
1774,-0.007,,,,,,,
1408,-0.007,,,,,,,
1256,-0.007,,,,,,,
583,-0.007,,,,,,,
729,-0.007,,,,,,,
788,-0.007,,,,,,,
161,-0.007,,,,,,,
1807,-0.007,,,,,,,
294,-0.007,,,,,,,
315,-0.007,,,,,,,
877,-0.007,,,,,,,
1759,-0.007,,,,,,,
935,-0.007,,,,,,,
1085,-0.007,,,,,,,
689,-0.007,,,,,,,
1754,-0.007,,,,,,,
873,-0.007,,,,,,,
1655,-0.007,,,,,,,
1734,-0.007,,,,,,,
1475,-0.007,,,,,,,
863,-0.007,,,,,,,
1586,-0.007,,,,,,,
280,-0.007,,,,,,,
152,-0.007,,,,,,,
39,-0.007,,,,,,,
1452,-0.007,,,,,,,
1126,-0.007,,,,,,,
1401,-0.007,,,,,,,
1373,-0.007,,,,,,,
1071,-0.007,,,,,,,
1551,-0.007,,,,,,,
1714,-0.008,,,,,,,
1781,-0.008,,,,,,,
408,-0.008,,,,,,,
675,-0.008,,,,,,,
1562,-0.008,,,,,,,
1856,-0.008,,,,,,,
1576,-0.008,,,,,,,
1561,-0.008,,,,,,,
278,-0.008,,,,,,,
226,-0.008,,,,,,,
845,-0.008,,,,,,,
400,-0.008,,,,,,,
1610,-0.008,,,,,,,
1023,-0.008,,,,,,,
1137,-0.008,,,,,,,
1824,-0.008,,,,,,,
1997,-0.008,,,,,,,
1901,-0.008,,,,,,,
1242,-0.008,,,,,,,
1792,-0.008,,,,,,,
1833,-0.008,,,,,,,
1442,-0.008,,,,,,,
1200,-0.008,,,,,,,
8,-0.008,,,,,,,
1226,-0.008,,,,,,,
421,-0.008,,,,,,,
1248,-0.008,,,,,,,
157,-0.008,,,,,,,
1482,-0.008,,,,,,,
1260,-0.008,,,,,,,
1287,-0.008,,,,,,,
4,-0.008,,,,,,,
1116,-0.008,,,,,,,
1502,-0.008,,,,,,,
235,-0.008,,,,,,,
1617,-0.008,,,,,,,
1053,-0.008,,,,,,,
1921,-0.008,,,,,,,
72,-0.008,,,,,,,
187,-0.008,,,,,,,
419,-0.008,,,,,,,
30,-0.009,,,,,,,
1736,-0.009,,,,,,,
1233,-0.009,,,,,,,
516,-0.009,,,,,,,
1963,-0.009,,,,,,,
1362,-0.009,,,,,,,
92,-0.009,,,,,,,
1397,-0.009,,,,,,,
1486,-0.009,,,,,,,
1440,-0.009,,,,,,,
232,-0.009,,,,,,,
1579,-0.009,,,,,,,
1046,-0.009,,,,,,,
743,-0.009,,,,,,,
1568,-0.009,,,,,,,
717,-0.009,,,,,,,
245,-0.009,,,,,,,
925,-0.009,,,,,,,
548,-0.009,,,,,,,
223,-0.009,,,,,,,
125,-0.009,,,,,,,
327,-0.009,,,,,,,
217,-0.009,,,,,,,
571,-0.009,,,,,,,
1721,-0.009,,,,,,,
1657,-0.009,,,,,,,
1128,-0.009,,,,,,,
1968,-0.009,,,,,,,
1167,-0.009,,,,,,,
1958,-0.009,,,,,,,
11,-0.009,,,,,,,
16,-0.009,,,,,,,
63,-0.009,,,,,,,
101,-0.009,,,,,,,
1885,-0.009,,,,,,,
738,-0.009,,,,,,,
1589,-0.009,,,,,,,
1831,-0.009,,,,,,,
936,-0.009,,,,,,,
852,-0.009,,,,,,,
643,-0.009,,,,,,,
1358,-0.009,,,,,,,
270,-0.009,,,,,,,
1110,-0.01,,,,,,,
358,-0.01,,,,,,,
726,-0.01,,,,,,,
1294,-0.01,,,,,,,
1678,-0.01,,,,,,,
1443,-0.01,,,,,,,
1838,-0.01,,,,,,,
97,-0.01,,,,,,,
1496,-0.01,,,,,,,
1075,-0.01,,,,,,,
120,-0.01,,,,,,,
478,-0.01,,,,,,,
990,-0.01,,,,,,,
121,-0.01,,,,,,,
1337,-0.01,,,,,,,
644,-0.01,,,,,,,
512,-0.01,,,,,,,
663,-0.01,,,,,,,
282,-0.01,,,,,,,
1417,-0.01,,,,,,,
1805,-0.01,,,,,,,
1681,-0.01,,,,,,,
264,-0.01,,,,,,,
126,-0.01,,,,,,,
1770,-0.01,,,,,,,
1642,-0.01,,,,,,,
1515,-0.01,,,,,,,
720,-0.01,,,,,,,
269,-0.01,,,,,,,
1909,-0.01,,,,,,,
531,-0.01,,,,,,,
155,-0.01,,,,,,,
1365,-0.01,,,,,,,
1729,-0.01,,,,,,,
52,-0.01,,,,,,,
1942,-0.01,,,,,,,
1955,-0.01,,,,,,,
736,-0.01,,,,,,,
819,-0.011,,,,,,,
1332,-0.011,,,,,,,
431,-0.011,,,,,,,
1727,-0.011,,,,,,,
1815,-0.011,,,,,,,
1527,-0.011,,,,,,,
619,-0.011,,,,,,,
89,-0.011,,,,,,,
794,-0.011,,,,,,,
368,-0.011,,,,,,,
765,-0.011,,,,,,,
1370,-0.011,,,,,,,
1375,-0.011,,,,,,,
963,-0.011,,,,,,,
751,-0.011,,,,,,,
2,-0.011,,,,,,,
378,-0.011,,,,,,,
229,-0.011,,,,,,,
142,-0.011,,,,,,,
370,-0.011,,,,,,,
1616,-0.011,,,,,,,
1066,-0.011,,,,,,,
405,-0.011,,,,,,,
1280,-0.011,,,,,,,
711,-0.011,,,,,,,
1783,-0.011,,,,,,,
933,-0.011,,,,,,,
1259,-0.011,,,,,,,
753,-0.011,,,,,,,
748,-0.011,,,,,,,
1977,-0.011,,,,,,,
150,-0.011,,,,,,,
783,-0.011,,,,,,,
1196,-0.011,,,,,,,
1431,-0.011,,,,,,,
588,-0.011,,,,,,,
1648,-0.011,,,,,,,
293,-0.011,,,,,,,
1813,-0.011,,,,,,,
546,-0.011,,,,,,,
1122,-0.011,,,,,,,
299,-0.011,,,,,,,
772,-0.011,,,,,,,
940,-0.011,,,,,,,
1745,-0.012,,,,,,,
386,-0.012,,,,,,,
1919,-0.012,,,,,,,
891,-0.012,,,,,,,
718,-0.012,,,,,,,
1836,-0.012,,,,,,,
493,-0.012,,,,,,,
1485,-0.012,,,,,,,
1359,-0.012,,,,,,,
1924,-0.012,,,,,,,
1266,-0.012,,,,,,,
694,-0.012,,,,,,,
1051,-0.012,,,,,,,
833,-0.012,,,,,,,
346,-0.012,,,,,,,
402,-0.012,,,,,,,
580,-0.012,,,,,,,
631,-0.012,,,,,,,
70,-0.012,,,,,,,
176,-0.012,,,,,,,
1535,-0.012,,,,,,,
893,-0.012,,,,,,,
1872,-0.012,,,,,,,
946,-0.012,,,,,,,
470,-0.012,,,,,,,
1106,-0.012,,,,,,,
1639,-0.012,,,,,,,
1158,-0.012,,,,,,,
414,-0.012,,,,,,,
885,-0.012,,,,,,,
127,-0.012,,,,,,,
1142,-0.012,,,,,,,
1981,-0.012,,,,,,,
81,-0.012,,,,,,,
1811,-0.012,,,,,,,
1108,-0.012,,,,,,,
1217,-0.012,,,,,,,
68,-0.012,,,,,,,
740,-0.012,,,,,,,
258,-0.012,,,,,,,
965,-0.012,,,,,,,
807,-0.012,,,,,,,
139,-0.012,,,,,,,
1040,-0.012,,,,,,,
638,-0.012,,,,,,,
336,-0.012,,,,,,,
1867,-0.012,,,,,,,
253,-0.012,,,,,,,
1112,-0.012,,,,,,,
1806,-0.012,,,,,,,
1689,-0.012,,,,,,,
1874,-0.013,,,,,,,
831,-0.013,,,,,,,
1432,-0.013,,,,,,,
871,-0.013,,,,,,,
1993,-0.013,,,,,,,
727,-0.013,,,,,,,
1411,-0.013,,,,,,,
55,-0.013,,,,,,,
1104,-0.013,,,,,,,
464,-0.013,,,,,,,
1232,-0.013,,,,,,,
657,-0.013,,,,,,,
377,-0.013,,,,,,,
1800,-0.013,,,,,,,
1935,-0.013,,,,,,,
1748,-0.013,,,,,,,
459,-0.013,,,,,,,
1394,-0.013,,,,,,,
1263,-0.013,,,,,,,
715,-0.013,,,,,,,
481,-0.013,,,,,,,
449,-0.013,,,,,,,
468,-0.013,,,,,,,
1290,-0.013,,,,,,,
763,-0.013,,,,,,,
1424,-0.013,,,,,,,
1281,-0.013,,,,,,,
887,-0.013,,,,,,,
1571,-0.013,,,,,,,
1870,-0.013,,,,,,,
1744,-0.013,,,,,,,
367,-0.013,,,,,,,
398,-0.013,,,,,,,
510,-0.013,,,,,,,
1254,-0.013,,,,,,,
1918,-0.013,,,,,,,
670,-0.013,,,,,,,
1250,-0.014,,,,,,,
568,-0.014,,,,,,,
1193,-0.014,,,,,,,
174,-0.014,,,,,,,
237,-0.014,,,,,,,
110,-0.014,,,,,,,
1823,-0.014,,,,,,,
576,-0.014,,,,,,,
1548,-0.014,,,,,,,
134,-0.014,,,,,,,
1144,-0.014,,,,,,,
19,-0.014,,,,,,,
680,-0.014,,,,,,,
1606,-0.014,,,,,,,
247,-0.014,,,,,,,
1708,-0.014,,,,,,,
216,-0.014,,,,,,,
1202,-0.014,,,,,,,
1511,-0.014,,,,,,,
1117,-0.014,,,,,,,
3,-0.014,,,,,,,
790,-0.014,,,,,,,
1602,-0.014,,,,,,,
1379,-0.014,,,,,,,
1157,-0.014,,,,,,,
1041,-0.014,,,,,,,
1320,-0.014,,,,,,,
1802,-0.014,,,,,,,
562,-0.014,,,,,,,
808,-0.014,,,,,,,
1247,-0.015,,,,,,,
625,-0.015,,,,,,,
1669,-0.015,,,,,,,
1389,-0.015,,,,,,,
495,-0.015,,,,,,,
1264,-0.015,,,,,,,
1847,-0.015,,,,,,,
1534,-0.015,,,,,,,
1756,-0.015,,,,,,,
1920,-0.015,,,,,,,
941,-0.015,,,,,,,
1595,-0.015,,,,,,,
1384,-0.015,,,,,,,
1189,-0.015,,,,,,,
776,-0.015,,,,,,,
1584,-0.015,,,,,,,
522,-0.015,,,,,,,
1787,-0.015,,,,,,,
539,-0.015,,,,,,,
1490,-0.015,,,,,,,
1207,-0.015,,,,,,,
288,-0.015,,,,,,,
244,-0.015,,,,,,,
376,-0.015,,,,,,,
1651,-0.015,,,,,,,
1028,-0.015,,,,,,,
795,-0.015,,,,,,,
1466,-0.015,,,,,,,
975,-0.016,,,,,,,
1190,-0.016,,,,,,,
1136,-0.016,,,,,,,
1090,-0.016,,,,,,,
1228,-0.016,,,,,,,
687,-0.016,,,,,,,
329,-0.016,,,,,,,
517,-0.016,,,,,,,
249,-0.016,,,,,,,
143,-0.016,,,,,,,
640,-0.016,,,,,,,
615,-0.016,,,,,,,
1008,-0.016,,,,,,,
474,-0.016,,,,,,,
881,-0.016,,,,,,,
1348,-0.016,,,,,,,
429,-0.016,,,,,,,
231,-0.016,,,,,,,
896,-0.016,,,,,,,
1712,-0.016,,,,,,,
707,-0.016,,,,,,,
812,-0.016,,,,,,,
1174,-0.016,,,,,,,
1844,-0.016,,,,,,,
983,-0.016,,,,,,,
1017,-0.016,,,,,,,
1353,-0.016,,,,,,,
1862,-0.016,,,,,,,
444,-0.016,,,,,,,
612,-0.016,,,,,,,
1278,-0.016,,,,,,,
1546,-0.016,,,,,,,
466,-0.016,,,,,,,
575,-0.016,,,,,,,
1187,-0.017,,,,,,,
1720,-0.017,,,,,,,
799,-0.017,,,,,,,
355,-0.017,,,,,,,
899,-0.017,,,,,,,
159,-0.017,,,,,,,
1782,-0.017,,,,,,,
1752,-0.017,,,,,,,
415,-0.017,,,,,,,
399,-0.017,,,,,,,
1530,-0.017,,,,,,,
213,-0.017,,,,,,,
391,-0.017,,,,,,,
1859,-0.017,,,,,,,
850,-0.017,,,,,,,
1251,-0.017,,,,,,,
947,-0.017,,,,,,,
1456,-0.017,,,,,,,
1402,-0.017,,,,,,,
489,-0.017,,,,,,,
514,-0.017,,,,,,,
1882,-0.017,,,,,,,
434,-0.017,,,,,,,
594,-0.018,,,,,,,
1640,-0.018,,,,,,,
105,-0.018,,,,,,,
793,-0.018,,,,,,,
422,-0.018,,,,,,,
111,-0.018,,,,,,,
23,-0.018,,,,,,,
332,-0.018,,,,,,,
1201,-0.018,,,,,,,
1931,-0.018,,,,,,,
722,-0.018,,,,,,,
485,-0.018,,,,,,,
801,-0.018,,,,,,,
314,-0.018,,,,,,,
992,-0.018,,,,,,,
87,-0.018,,,,,,,
1908,-0.018,,,,,,,
1600,-0.018,,,,,,,
243,-0.018,,,,,,,
1499,-0.019,,,,,,,
1881,-0.019,,,,,,,
1812,-0.019,,,,,,,
1758,-0.019,,,,,,,
233,-0.019,,,,,,,
1898,-0.019,,,,,,,
148,-0.019,,,,,,,
1409,-0.019,,,,,,,
334,-0.019,,,,,,,
1068,-0.019,,,,,,,
1367,-0.019,,,,,,,
1111,-0.019,,,,,,,
952,-0.019,,,,,,,
742,-0.019,,,,,,,
1945,-0.019,,,,,,,
1803,-0.019,,,,,,,
1688,-0.019,,,,,,,
1956,-0.019,,,,,,,
1952,-0.019,,,,,,,
492,-0.019,,,,,,,
1750,-0.019,,,,,,,
1771,-0.019,,,,,,,
1465,-0.019,,,,,,,
427,-0.019,,,,,,,
1448,-0.019,,,,,,,
1609,-0.019,,,,,,,
972,-0.02,,,,,,,
348,-0.02,,,,,,,
725,-0.02,,,,,,,
1638,-0.02,,,,,,,
133,-0.02,,,,,,,
1578,-0.02,,,,,,,
417,-0.02,,,,,,,
1644,-0.02,,,,,,,
1810,-0.02,,,,,,,
1272,-0.02,,,,,,,
401,-0.02,,,,,,,
1029,-0.02,,,,,,,
912,-0.02,,,,,,,
1707,-0.02,,,,,,,
425,-0.02,,,,,,,
1473,-0.02,,,,,,,
1354,-0.02,,,,,,,
782,-0.02,,,,,,,
903,-0.02,,,,,,,
918,-0.02,,,,,,,
77,-0.02,,,,,,,
1692,-0.02,,,,,,,
442,-0.02,,,,,,,
911,-0.02,,,,,,,
1339,-0.02,,,,,,,
66,-0.02,,,,,,,
147,-0.02,,,,,,,
1848,-0.021,,,,,,,
1574,-0.021,,,,,,,
910,-0.021,,,,,,,
1340,-0.021,,,,,,,
323,-0.021,,,,,,,
375,-0.021,,,,,,,
836,-0.021,,,,,,,
1556,-0.021,,,,,,,
194,-0.021,,,,,,,
1684,-0.021,,,,,,,
1428,-0.021,,,,,,,
286,-0.021,,,,,,,
1613,-0.021,,,,,,,
291,-0.022,,,,,,,
844,-0.022,,,,,,,
712,-0.022,,,,,,,
250,-0.022,,,,,,,
1423,-0.022,,,,,,,
196,-0.022,,,,,,,
505,-0.022,,,,,,,
821,-0.022,,,,,,,
849,-0.022,,,,,,,
1392,-0.022,,,,,,,
672,-0.023,,,,,,,
338,-0.023,,,,,,,
132,-0.023,,,,,,,
1031,-0.023,,,,,,,
1347,-0.023,,,,,,,
1565,-0.023,,,,,,,
384,-0.023,,,,,,,
958,-0.023,,,,,,,
177,-0.023,,,,,,,
1043,-0.023,,,,,,,
128,-0.023,,,,,,,
1395,-0.023,,,,,,,
15,-0.023,,,,,,,
557,-0.023,,,,,,,
1436,-0.023,,,,,,,
822,-0.023,,,,,,,
671,-0.024,,,,,,,
895,-0.024,,,,,,,
1528,-0.024,,,,,,,
823,-0.024,,,,,,,
1234,-0.024,,,,,,,
1355,-0.024,,,,,,,
1338,-0.024,,,,,,,
593,-0.024,,,,,,,
1927,-0.024,,,,,,,
1790,-0.024,,,,,,,
1216,-0.024,,,,,,,
1455,-0.024,,,,,,,
814,-0.025,,,,,,,
300,-0.025,,,,,,,
1628,-0.025,,,,,,,
149,-0.025,,,,,,,
1700,-0.025,,,,,,,
581,-0.025,,,,,,,
1361,-0.026,,,,,,,
828,-0.026,,,,,,,
1876,-0.026,,,,,,,
486,-0.026,,,,,,,
1253,-0.026,,,,,,,
117,-0.026,,,,,,,
215,-0.026,,,,,,,
467,-0.026,,,,,,,
1012,-0.026,,,,,,,
611,-0.026,,,,,,,
1559,-0.027,,,,,,,
948,-0.027,,,,,,,
915,-0.027,,,,,,,
1555,-0.027,,,,,,,
1410,-0.027,,,,,,,
1742,-0.027,,,,,,,
135,-0.027,,,,,,,
1827,-0.027,,,,,,,
1625,-0.027,,,,,,,
1538,-0.027,,,,,,,
1218,-0.027,,,,,,,
56,-0.027,,,,,,,
556,-0.028,,,,,,,
913,-0.028,,,,,,,
163,-0.028,,,,,,,
1493,-0.028,,,,,,,
1227,-0.028,,,,,,,
1605,-0.028,,,,,,,
297,-0.028,,,,,,,
1541,-0.028,,,,,,,
113,-0.029,,,,,,,
758,-0.029,,,,,,,
457,-0.029,,,,,,,
1213,-0.029,,,,,,,
1351,-0.029,,,,,,,
959,-0.029,,,,,,,
1550,-0.029,,,,,,,
1834,-0.029,,,,,,,
1307,-0.03,,,,,,,
325,-0.03,,,,,,,
1618,-0.03,,,,,,,
587,-0.03,,,,,,,
1297,-0.031,,,,,,,
224,-0.031,,,,,,,
197,-0.032,,,,,,,
686,-0.032,,,,,,,
1732,-0.032,,,,,,,
1947,-0.032,,,,,,,
824,-0.032,,,,,,,
1922,-0.033,,,,,,,
629,-0.033,,,,,,,
1683,-0.033,,,,,,,
817,-0.034,,,,,,,
51,-0.034,,,,,,,
876,-0.035,,,,,,,
116,-0.036,,,,,,,
632,-0.036,,,,,,,
452,-0.036,,,,,,,
1181,-0.036,,,,,,,
1697,-0.038,,,,,,,
1860,-0.039,,,,,,,
487,-0.04,,,,,,,
1773,-0.041,,,,,,,
1492,-0.042,,,,,,,
267,-0.043,,,,,,,
681,-0.045,,,,,,,
1343,-0.045,,,,,,,
1162,-0.045,,,,,,,
813,-0.045,,,,,,,
499,-0.046,,,,,,,
83,-0.046,,,,,,,
660,-0.046,,,,,,,
22,-0.046,,,,,,,
1627,-0.047,,,,,,,
1915,-0.048,,,,,,,
1912,-0.048,,,,,,,
639,-0.048,,,,,,,
272,-0.048,,,,,,,
1706,-0.049,,,,,,,
567,-0.052,,,,,,,
1851,-0.055,,,,,,,
780,-0.059,,,,,,,
1690,-0.063,,,,,,,
1151,-0.065,,,,,,,
1829,-0.067,,,,,,,
